product_variation_id,customer_id,quantity,create_time,delete_time
13,1736,5,2021-04-27 22:33:34,
13,9174,8,2021-03-16 20:04:56,
13,3652,3,2020-05-08 00:24:41,
13,6666,1,2022-05-30 05:36:30,1617429633
14,9677,1,2020-07-27 14:09:28,1649472248
14,1408,3,2021-10-30 19:19:09,
14,8298,2,2023-04-18 17:46:30,
14,3091,7,2023-01-13 04:57:22,1610762005
14,3652,8,2021-03-29 17:56:34,
14,4277,8,2020-05-14 14:18:28,
15,5131,3,2021-02-28 10:44:58,
15,1416,6,2022-09-05 00:36:19,
15,4661,7,2020-06-28 16:52:16,
15,3923,3,2023-05-23 03:37:13,
15,7484,3,2023-02-22 16:52:22,
15,9798,4,2022-02-13 23:42:02,
15,8354,1,2020-01-12 07:13:42,
16,7981,2,2022-03-24 14:08:08,
16,4228,5,2023-04-13 06:25:06,1688576753
16,5847,9,2021-01-30 01:42:36,1675523070
17,7982,1,2022-05-16 13:14:01,1625867620
17,2609,3,2023-09-02 00:27:01,
17,3168,1,2020-03-02 13:02:10,
17,6596,4,2022-11-02 05:40:01,
17,5131,3,2021-01-01 17:02:34,
17,5561,8,2023-09-18 02:22:05,
18,5711,8,2020-08-01 12:32:34,
18,8407,10,2020-11-04 13:57:04,1609477445
18,629,9,2021-07-19 18:24:19,1659853603
19,8354,6,2021-05-28 10:16:12,
19,3848,2,2020-11-03 06:42:19,
19,3168,8,2020-06-24 06:01:25,1591561931
19,1596,6,2023-03-12 14:31:03,1650201081
19,6030,6,2022-06-27 20:38:43,
19,7416,6,2020-02-04 07:37:32,
19,6763,1,2021-02-18 11:34:27,
20,3957,5,2021-10-04 09:36:24,
20,7380,8,2022-09-06 15:36:08,1679161154
20,3432,6,2020-11-12 21:35:59,
20,4182,1,2020-02-14 13:43:08,
20,1974,3,2022-04-09 07:04:14,1597902519
21,1086,3,2022-09-07 22:11:41,1601770717
21,4772,4,2022-10-26 08:33:46,
21,3320,8,2020-02-19 04:16:35,
21,8298,7,2022-03-04 07:15:59,
21,9348,9,2020-12-01 03:12:41,
21,1636,4,2022-04-18 13:17:21,
21,8086,10,2022-07-26 22:36:35,
22,66,6,2021-12-16 21:45:19,1614669442
22,4682,10,2022-07-24 06:06:21,1585414532
22,9026,3,2020-06-21 08:01:30,
22,8393,5,2023-06-04 20:51:52,
22,137,2,2020-06-03 07:43:15,
23,66,6,2020-12-10 13:07:47,
23,2156,5,2021-02-14 20:18:48,1684573015
23,9677,8,2022-08-28 15:48:21,
23,2252,8,2021-12-02 22:49:47,1655167317
23,4268,4,2023-09-13 22:45:50,
23,2609,10,2022-09-23 14:37:16,1618556347
23,1679,6,2021-09-11 14:08:18,
24,7402,3,2023-06-13 13:34:00,1636480815
24,4277,7,2022-10-17 22:47:26,
24,6111,9,2023-01-08 13:48:35,
24,8618,5,2020-04-21 11:56:19,
24,8365,4,2023-08-08 03:50:50,
24,362,5,2020-11-14 02:06:48,
24,7219,6,2022-12-26 08:38:02,
24,9899,6,2023-09-30 05:39:48,
24,6121,10,2022-08-09 19:23:21,
25,8365,6,2023-03-24 04:57:10,
25,5692,3,2021-07-02 02:16:14,1638680518
25,7126,9,2020-04-15 12:14:32,
25,9740,9,2021-02-10 01:01:11,
25,6493,7,2022-08-01 01:26:44,1648653458
26,5313,7,2022-03-01 09:14:21,
26,545,1,2022-02-27 01:02:12,
26,66,9,2021-01-18 04:36:09,
26,6594,8,2022-06-05 17:19:47,
26,7049,4,2021-07-01 17:04:40,
27,5364,8,2022-08-18 22:45:06,1684228404
27,5692,2,2023-06-08 20:06:51,
27,3658,4,2022-06-01 15:22:39,
27,1667,7,2023-03-18 16:49:10,1652063584
28,9740,9,2022-11-25 05:52:08,1614182055
28,7402,2,2021-02-08 21:12:38,1651219962
28,2418,8,2022-05-31 07:24:54,
28,3211,8,2020-10-27 00:21:25,
29,3320,9,2021-07-09 01:50:49,1591782455
29,9940,2,2022-08-22 13:59:48,
29,7893,6,2020-03-02 02:27:44,
29,8293,6,2022-12-01 02:01:34,1643062110
29,1596,7,2021-10-21 00:00:49,
29,9677,1,2020-02-07 02:50:07,1670397765
29,5715,10,2021-10-12 15:24:45,
29,3652,9,2021-01-08 22:26:37,1581939472
30,5728,2,2020-01-01 04:05:31,
30,9798,2,2020-08-02 02:16:21,1625434181
30,9621,6,2023-08-26 08:33:46,
30,9183,5,2022-03-23 08:02:01,
30,5131,2,2023-09-12 09:40:16,1679247927
30,1926,6,2021-05-15 15:46:15,
31,8516,4,2022-01-11 23:55:12,
31,5584,3,2022-04-24 23:42:25,
31,7400,9,2020-12-02 14:00:47,1621751262
31,4807,3,2022-02-22 09:13:20,
31,8064,1,2023-04-03 21:17:57,
31,9629,8,2022-09-23 08:16:12,
32,7982,1,2022-05-16 13:14:01,1625867620
32,2609,3,2023-09-02 00:27:01,
32,3168,1,2020-03-02 13:02:10,
32,6596,4,2022-11-02 05:40:01,
32,5131,3,2021-01-01 17:02:34,
32,5561,8,2023-09-18 02:22:05,
33,8293,1,2022-09-24 02:20:49,1683654478
33,1461,10,2023-07-29 18:54:59,
33,9718,3,2021-09-14 17:44:33,
33,4105,2,2021-09-11 00:28:01,
33,5131,4,2022-08-04 06:01:32,
33,1736,3,2022-05-27 22:46:25,
34,2766,10,2020-02-19 00:14:52,
34,1136,3,2020-06-30 17:04:14,
34,1493,5,2020-06-27 09:58:45,
34,7188,4,2021-03-19 19:45:44,
35,1224,10,2020-08-18 20:07:16,
35,1024,6,2020-11-20 17:10:14,1607171364
35,3320,7,2022-03-17 13:38:04,
35,2385,9,2023-09-01 17:19:56,1623595347
35,8551,8,2021-12-19 04:05:38,
36,7761,2,2021-08-17 19:35:35,
36,9621,4,2021-09-22 07:29:58,
37,1086,4,2021-05-14 02:15:36,
37,8285,10,2021-01-08 22:15:21,
37,6030,5,2020-05-30 18:42:21,
37,3211,8,2023-09-21 13:33:58,
37,3910,2,2023-02-04 19:16:50,1622038100
37,3320,9,2023-07-23 12:05:05,1680688904
37,9718,5,2020-11-18 13:03:42,
38,3210,10,2021-01-23 00:57:32,
38,2664,1,2021-03-30 04:22:49,
39,4105,7,2020-08-16 02:01:46,1607055851
39,7219,8,2023-01-23 02:00:08,
39,1975,6,2020-09-19 11:34:12,
40,3928,3,2022-05-23 18:23:09,
40,6317,5,2022-02-06 10:34:57,
40,2385,3,2021-01-03 05:41:10,
40,3210,2,2021-12-13 22:39:30,
40,5847,10,2023-03-30 03:49:25,1659839005
41,9174,6,2023-01-24 09:16:30,
41,1974,4,2022-07-19 20:41:34,
41,9067,6,2022-10-08 00:53:37,1664026356
41,6594,7,2021-02-04 06:17:26,
41,3320,1,2021-10-10 08:42:54,
41,3446,3,2020-05-27 20:37:54,
41,3317,4,2023-04-06 09:33:34,
41,1596,4,2023-03-26 13:07:08,1599407041
42,9140,3,2023-07-29 20:05:42,
42,8365,3,2021-09-15 14:18:09,
42,2609,7,2022-09-14 07:37:10,
42,4807,3,2021-04-24 20:30:55,
42,1667,2,2023-01-01 14:25:42,
42,6763,4,2022-02-24 02:05:59,
42,2927,10,2023-09-01 14:56:49,
42,8214,2,2022-05-19 05:32:40,1684533110
42,3707,2,2022-10-25 11:28:50,
43,2252,3,2023-08-05 16:04:21,
43,8233,7,2021-01-28 21:24:33,
43,5561,8,2022-05-27 08:54:17,1600450883
43,9629,8,2023-05-13 15:37:55,
43,4681,1,2021-11-12 07:54:34,1662529234
44,8293,1,2023-05-28 16:50:15,
44,3245,5,2022-03-07 13:49:51,
44,6733,5,2021-05-23 00:28:53,1691193899
44,6666,2,2021-11-04 17:25:31,1680006196
44,1982,2,2020-06-17 15:01:51,
45,3210,4,2020-07-01 19:11:04,
45,3060,3,2022-06-20 01:27:43,
45,1024,6,2023-06-08 12:33:15,
45,1408,7,2021-03-17 14:38:39,1690082519
45,7720,3,2021-07-30 12:12:51,1651724299
45,1416,8,2021-12-29 00:59:38,
46,1461,10,2023-07-04 09:18:30,
46,4182,1,2021-11-10 07:55:51,
46,9629,2,2020-10-14 02:07:06,
46,3000,1,2022-01-11 04:37:55,
46,8233,3,2022-12-28 03:33:33,
46,839,8,2023-07-09 15:10:02,1594333514
46,9747,1,2023-06-15 12:52:09,
46,9140,8,2022-09-09 23:23:33,
46,7219,3,2023-07-19 12:14:28,1602151853
46,183,5,2020-05-28 10:01:54,
46,1408,8,2022-07-07 21:45:23,1604501902
46,4182,4,2020-05-16 01:25:34,
47,7402,8,2020-05-07 20:28:15,
47,7126,10,2023-06-29 05:54:35,
47,6109,7,2021-01-16 05:01:47,
47,5561,8,2020-01-30 00:19:59,1697037720
47,7156,2,2022-02-22 01:30:02,
47,4046,8,2020-08-17 19:06:48,
47,5499,5,2021-01-09 13:51:24,
47,6109,5,2022-11-01 18:04:27,1643294247
47,4012,7,2020-06-22 07:54:18,1586419448
48,5711,7,2020-02-13 23:58:50,
48,8242,8,2022-06-02 00:59:38,
48,9798,8,2021-09-22 16:15:41,
48,7188,4,2022-08-28 02:31:00,
49,3549,10,2022-11-18 00:49:19,
49,7156,8,2022-11-13 14:08:41,
49,7416,1,2021-10-26 00:15:45,
49,3549,4,2022-08-23 08:30:31,1607922888
49,9677,8,2020-12-13 11:41:20,
50,2448,1,2023-01-23 22:24:49,
50,5711,3,2020-03-08 02:50:31,
50,8463,6,2021-01-28 00:29:18,1685520998
50,1224,9,2022-07-28 20:38:02,1642210429
50,3432,3,2020-09-18 04:11:29,
50,3446,1,2022-06-29 08:25:00,
51,9140,3,2023-07-29 20:05:42,
51,8365,3,2021-09-15 14:18:09,
51,2609,7,2022-09-14 07:37:10,
51,4807,3,2021-04-24 20:30:55,
51,1667,2,2023-01-01 14:25:42,
51,6763,4,2022-02-24 02:05:59,
51,2927,10,2023-09-01 14:56:49,
51,8214,2,2022-05-19 05:32:40,1684533110
51,3707,2,2022-10-25 11:28:50,
52,2252,4,2022-12-04 12:43:38,
52,945,7,2023-01-23 17:52:28,
52,9304,2,2020-10-14 22:04:32,
52,6121,4,2022-03-10 13:35:06,
52,3923,4,2021-05-26 05:47:50,
52,8938,10,2022-06-28 22:14:57,
52,1461,1,2021-06-04 12:16:54,
52,7158,8,2021-12-22 06:37:14,1621486574
52,7158,4,2023-07-29 20:27:48,
52,8938,5,2020-08-24 06:46:20,
52,1416,1,2022-05-29 19:34:45,
53,1741,7,2020-12-05 23:54:32,
53,7416,6,2020-05-11 23:52:54,
53,1982,9,2021-09-18 06:38:50,1641294642
53,1461,8,2020-08-02 16:17:45,1675822281
53,5847,8,2023-03-16 01:02:58,
53,8285,3,2020-07-19 16:30:20,
53,3026,9,2023-10-15 19:13:23,
54,1224,9,2022-04-21 23:15:50,1683642942
54,1752,7,2023-08-31 22:55:20,1586108447
54,1596,5,2021-01-01 18:40:25,
54,7762,5,2020-07-15 13:37:06,1628518750
54,1136,3,2020-06-11 07:21:05,
54,9421,8,2020-03-14 19:29:26,
54,9026,5,2020-05-11 08:35:28,1628078925
55,9174,6,2023-01-24 09:16:30,
55,1974,4,2022-07-19 20:41:34,
55,9067,6,2022-10-08 00:53:37,1664026356
55,6594,7,2021-02-04 06:17:26,
55,3320,1,2021-10-10 08:42:54,
55,3446,3,2020-05-27 20:37:54,
55,3317,4,2023-04-06 09:33:34,
55,1596,4,2023-03-26 13:07:08,1599407041
56,8293,1,2023-05-28 16:50:15,
56,3245,5,2022-03-07 13:49:51,
56,6733,5,2021-05-23 00:28:53,1691193899
56,6666,2,2021-11-04 17:25:31,1680006196
56,1982,2,2020-06-17 15:01:51,
57,3923,7,2021-08-23 19:24:44,
57,8233,3,2021-09-07 03:55:41,
57,9421,1,2023-01-25 21:04:23,1644263325
57,3317,10,2023-08-04 13:37:49,
57,9747,5,2021-07-24 20:17:59,
57,8846,3,2021-07-07 20:16:07,
58,8395,10,2022-06-21 20:06:51,
58,5131,6,2022-06-28 15:37:48,1597429700
58,4228,8,2022-11-29 14:38:35,
58,8242,6,2022-02-26 22:31:29,
58,2448,9,2020-10-16 12:22:38,
58,9140,8,2021-11-06 22:36:28,
58,8463,8,2020-12-31 04:55:28,1650639330
59,3432,2,2023-09-10 21:34:04,
59,9140,9,2023-10-02 06:40:19,
59,3069,10,2023-05-01 03:51:31,
59,6109,8,2022-07-31 21:01:00,
59,9348,9,2022-03-03 12:25:28,
59,7402,2,2023-04-24 23:52:07,
60,5561,6,2021-11-08 19:43:12,1589945960
60,962,10,2020-07-25 21:40:46,1604068113
60,1136,2,2023-04-30 13:31:52,
60,4647,7,2021-04-02 08:02:19,
60,6266,10,2020-03-25 22:39:32,1672992811
60,6030,1,2023-04-30 16:15:36,
60,9899,5,2020-03-24 07:44:45,
60,5313,8,2023-02-26 13:56:51,
61,1461,10,2023-07-04 09:18:30,
61,4182,1,2021-11-10 07:55:51,
61,9629,2,2020-10-14 02:07:06,
61,3000,1,2022-01-11 04:37:55,
61,8233,3,2022-12-28 03:33:33,
61,839,8,2023-07-09 15:10:02,1594333514
61,9747,1,2023-06-15 12:52:09,
61,9140,8,2022-09-09 23:23:33,
61,7219,3,2023-07-19 12:14:28,1602151853
61,183,5,2020-05-28 10:01:54,
61,1408,8,2022-07-07 21:45:23,1604501902
61,4182,4,2020-05-16 01:25:34,
62,8618,6,2020-06-24 06:35:02,
62,6121,10,2022-11-23 11:23:02,
62,9718,9,2022-05-02 08:22:51,
62,3707,9,2021-08-19 02:57:05,
62,4228,6,2022-08-18 14:29:41,1696230293
62,3602,2,2020-09-19 05:15:04,
62,7126,10,2021-02-22 15:46:47,
62,6317,9,2022-07-06 11:51:25,
62,8298,2,2022-04-21 08:18:07,
62,6493,4,2023-09-14 15:27:48,
62,7416,7,2021-12-25 17:45:17,
62,3658,5,2020-09-15 08:08:00,1583864184
62,1975,8,2022-02-21 04:53:31,
63,8846,4,2023-10-02 12:59:01,
63,9864,1,2021-02-14 20:52:34,
63,5847,1,2020-07-03 03:24:50,
63,2249,10,2023-10-04 23:57:40,
63,3707,9,2021-11-20 01:15:37,
64,5561,6,2021-11-08 19:43:12,1589945960
64,962,10,2020-07-25 21:40:46,1604068113
64,1136,2,2023-04-30 13:31:52,
64,4647,7,2021-04-02 08:02:19,
64,6266,10,2020-03-25 22:39:32,1672992811
64,6030,1,2023-04-30 16:15:36,
64,9899,5,2020-03-24 07:44:45,
64,5313,8,2023-02-26 13:56:51,
65,6761,8,2021-01-10 08:19:02,
65,4556,7,2021-12-27 12:16:22,
65,629,7,2023-01-13 14:40:54,
65,4277,10,2020-01-05 15:20:26,
65,9798,6,2022-08-13 02:49:01,
65,3602,1,2021-10-12 08:31:33,1659540129
66,1224,10,2020-08-18 20:07:16,
66,1024,6,2020-11-20 17:10:14,1607171364
66,3320,7,2022-03-17 13:38:04,
66,2385,9,2023-09-01 17:19:56,1623595347
66,8551,8,2021-12-19 04:05:38,
67,3320,9,2021-07-09 01:50:49,1591782455
67,9940,2,2022-08-22 13:59:48,
67,7893,6,2020-03-02 02:27:44,
67,8293,6,2022-12-01 02:01:34,1643062110
67,1596,7,2021-10-21 00:00:49,
67,9677,1,2020-02-07 02:50:07,1670397765
67,5715,10,2021-10-12 15:24:45,
67,3652,9,2021-01-08 22:26:37,1581939472
68,7402,3,2023-06-13 13:34:00,1636480815
68,4277,7,2022-10-17 22:47:26,
68,6111,9,2023-01-08 13:48:35,
68,8618,5,2020-04-21 11:56:19,
68,8365,4,2023-08-08 03:50:50,
68,362,5,2020-11-14 02:06:48,
68,7219,6,2022-12-26 08:38:02,
68,9899,6,2023-09-30 05:39:48,
68,6121,10,2022-08-09 19:23:21,
69,7402,8,2020-05-07 20:28:15,
69,7126,10,2023-06-29 05:54:35,
69,6109,7,2021-01-16 05:01:47,
69,5561,8,2020-01-30 00:19:59,1697037720
69,7156,2,2022-02-22 01:30:02,
69,4046,8,2020-08-17 19:06:48,
69,5499,5,2021-01-09 13:51:24,
69,6109,5,2022-11-01 18:04:27,1643294247
69,4012,7,2020-06-22 07:54:18,1586419448
70,9304,3,2021-01-26 01:20:55,
70,2464,3,2022-07-29 13:27:22,1673521910
70,962,1,2020-10-08 17:34:31,1675271809
70,5574,6,2023-08-14 04:15:16,
70,8293,6,2023-02-22 06:55:23,
70,3957,4,2023-09-26 19:06:41,
70,4268,3,2022-01-24 12:04:09,
70,690,2,2022-10-18 14:11:07,1643093377
70,1233,9,2021-05-27 13:17:22,
70,7968,8,2020-10-11 02:05:13,
71,3432,7,2020-02-29 11:22:49,
71,6807,5,2022-10-27 03:50:40,
71,9609,1,2022-11-06 06:20:07,
71,1086,1,2023-08-31 23:05:00,
71,2418,6,2022-06-17 12:19:16,
71,1667,10,2021-04-01 08:00:13,
72,1741,7,2020-12-05 23:54:32,
72,7416,6,2020-05-11 23:52:54,
72,1982,9,2021-09-18 06:38:50,1641294642
72,1461,8,2020-08-02 16:17:45,1675822281
72,5847,8,2023-03-16 01:02:58,
72,8285,3,2020-07-19 16:30:20,
72,3026,9,2023-10-15 19:13:23,
73,3432,2,2023-09-10 21:34:04,
73,9140,9,2023-10-02 06:40:19,
73,3069,10,2023-05-01 03:51:31,
73,6109,8,2022-07-31 21:01:00,
73,9348,9,2022-03-03 12:25:28,
73,7402,2,2023-04-24 23:52:07,
74,1086,3,2023-10-26 17:38:34,
74,3931,1,2023-07-10 02:12:38,1614345253
74,7588,9,2022-01-19 16:39:02,
74,7156,8,2021-11-24 01:35:22,
74,1975,9,2020-06-11 22:00:52,
74,8463,1,2021-04-23 07:53:30,
74,6266,5,2020-03-23 22:54:24,
74,8395,6,2020-11-18 05:16:22,
74,6266,4,2020-02-02 02:49:21,
74,9026,8,2021-12-02 16:07:36,
75,134,6,2020-04-26 10:28:40,1620404910
75,9183,3,2022-11-20 04:16:48,1667010253
75,5313,2,2023-08-14 10:52:38,1666831178
75,3825,9,2021-11-06 10:42:54,
75,3069,7,2020-05-13 21:27:58,
75,2927,1,2020-09-06 09:26:55,
75,2156,8,2023-02-20 12:09:42,
76,1741,7,2020-12-05 23:54:32,
76,7416,6,2020-05-11 23:52:54,
76,1982,9,2021-09-18 06:38:50,1641294642
76,1461,8,2020-08-02 16:17:45,1675822281
76,5847,8,2023-03-16 01:02:58,
76,8285,3,2020-07-19 16:30:20,
76,3026,9,2023-10-15 19:13:23,
77,8395,10,2022-06-21 20:06:51,
77,5131,6,2022-06-28 15:37:48,1597429700
77,4228,8,2022-11-29 14:38:35,
77,8242,6,2022-02-26 22:31:29,
77,2448,9,2020-10-16 12:22:38,
77,9140,8,2021-11-06 22:36:28,
77,8463,8,2020-12-31 04:55:28,1650639330
78,7402,3,2023-06-13 13:34:00,1636480815
78,4277,7,2022-10-17 22:47:26,
78,6111,9,2023-01-08 13:48:35,
78,8618,5,2020-04-21 11:56:19,
78,8365,4,2023-08-08 03:50:50,
78,362,5,2020-11-14 02:06:48,
78,7219,6,2022-12-26 08:38:02,
78,9899,6,2023-09-30 05:39:48,
78,6121,10,2022-08-09 19:23:21,
79,3210,4,2020-07-01 19:11:04,
79,3060,3,2022-06-20 01:27:43,
79,1024,6,2023-06-08 12:33:15,
79,1408,7,2021-03-17 14:38:39,1690082519
79,7720,3,2021-07-30 12:12:51,1651724299
79,1416,8,2021-12-29 00:59:38,
80,8938,4,2021-10-29 17:06:08,
80,9421,6,2020-10-03 13:44:46,
80,3910,5,2020-11-29 21:10:50,
80,7761,3,2023-09-15 09:10:56,
80,8551,1,2021-06-28 07:52:12,1588360412
80,9354,2,2022-10-12 04:41:18,
80,2609,1,2022-08-28 10:19:25,
80,6739,10,2023-06-29 03:26:59,
80,8550,8,2023-02-12 21:03:17,
80,6763,10,2021-12-03 08:22:41,
81,3320,9,2021-07-09 01:50:49,1591782455
81,9940,2,2022-08-22 13:59:48,
81,7893,6,2020-03-02 02:27:44,
81,8293,6,2022-12-01 02:01:34,1643062110
81,1596,7,2021-10-21 00:00:49,
81,9677,1,2020-02-07 02:50:07,1670397765
81,5715,10,2021-10-12 15:24:45,
81,3652,9,2021-01-08 22:26:37,1581939472
82,5313,2,2021-11-05 16:53:19,
82,8550,8,2022-03-01 07:49:22,
82,3931,6,2020-12-02 02:22:06,
82,4270,4,2022-07-23 07:08:58,1584211822
82,7380,10,2021-11-19 15:16:00,
83,1224,9,2022-04-21 23:15:50,1683642942
83,1752,7,2023-08-31 22:55:20,1586108447
83,1596,5,2021-01-01 18:40:25,
83,7762,5,2020-07-15 13:37:06,1628518750
83,1136,3,2020-06-11 07:21:05,
83,9421,8,2020-03-14 19:29:26,
83,9026,5,2020-05-11 08:35:28,1628078925
84,8618,6,2020-06-24 06:35:02,
84,6121,10,2022-11-23 11:23:02,
84,9718,9,2022-05-02 08:22:51,
84,3707,9,2021-08-19 02:57:05,
84,4228,6,2022-08-18 14:29:41,1696230293
84,3602,2,2020-09-19 05:15:04,
84,7126,10,2021-02-22 15:46:47,
84,6317,9,2022-07-06 11:51:25,
84,8298,2,2022-04-21 08:18:07,
84,6493,4,2023-09-14 15:27:48,
84,7416,7,2021-12-25 17:45:17,
84,3658,5,2020-09-15 08:08:00,1583864184
84,1975,8,2022-02-21 04:53:31,
85,1741,4,2020-11-07 06:24:46,
85,2249,7,2021-09-27 12:49:19,1641472281
85,5847,3,2021-03-27 14:24:30,1597271364
85,3869,10,2023-03-06 02:15:02,
85,2927,7,2022-11-18 09:27:52,
85,2609,5,2020-03-19 11:48:41,
85,2448,4,2021-05-16 05:51:34,1582880397
86,1086,3,2023-10-26 17:38:34,
86,3931,1,2023-07-10 02:12:38,1614345253
86,7588,9,2022-01-19 16:39:02,
86,7156,8,2021-11-24 01:35:22,
86,1975,9,2020-06-11 22:00:52,
86,8463,1,2021-04-23 07:53:30,
86,6266,5,2020-03-23 22:54:24,
86,8395,6,2020-11-18 05:16:22,
86,6266,4,2020-02-02 02:49:21,
86,9026,8,2021-12-02 16:07:36,
87,9304,3,2021-01-26 01:20:55,
87,2464,3,2022-07-29 13:27:22,1673521910
87,962,1,2020-10-08 17:34:31,1675271809
87,5574,6,2023-08-14 04:15:16,
87,8293,6,2023-02-22 06:55:23,
87,3957,4,2023-09-26 19:06:41,
87,4268,3,2022-01-24 12:04:09,
87,690,2,2022-10-18 14:11:07,1643093377
87,1233,9,2021-05-27 13:17:22,
87,7968,8,2020-10-11 02:05:13,
88,8393,1,2021-10-17 07:55:23,
88,1493,3,2022-11-24 22:10:00,1585782372
88,690,6,2020-11-09 05:08:15,1580158745
88,7791,9,2022-09-17 14:45:42,1682464944
88,9348,3,2023-06-05 01:45:39,
88,9839,9,2020-12-19 10:28:07,
89,9609,5,2021-02-25 13:58:40,
89,6739,5,2023-08-30 16:12:49,
89,962,5,2021-01-25 08:34:10,
89,137,6,2023-01-26 08:15:05,
89,2664,8,2023-04-10 04:49:29,1594751667
89,3069,9,2022-04-10 01:49:15,1667249404
90,962,2,2023-07-09 13:49:30,
90,6666,6,2021-02-04 21:12:28,1690619729
90,8578,7,2020-01-21 18:41:40,
90,9067,5,2022-06-30 23:21:34,
90,4228,3,2020-07-28 12:43:07,
90,519,4,2023-09-03 21:07:34,
90,7593,6,2023-09-08 14:14:59,1612462022
90,9174,1,2023-08-28 23:30:56,
91,7402,3,2023-06-13 13:34:00,1636480815
91,4277,7,2022-10-17 22:47:26,
91,6111,9,2023-01-08 13:48:35,
91,8618,5,2020-04-21 11:56:19,
91,8365,4,2023-08-08 03:50:50,
91,362,5,2020-11-14 02:06:48,
91,7219,6,2022-12-26 08:38:02,
91,9899,6,2023-09-30 05:39:48,
91,6121,10,2022-08-09 19:23:21,
92,1086,3,2023-10-26 17:38:34,
92,3931,1,2023-07-10 02:12:38,1614345253
92,7588,9,2022-01-19 16:39:02,
92,7156,8,2021-11-24 01:35:22,
92,1975,9,2020-06-11 22:00:52,
92,8463,1,2021-04-23 07:53:30,
92,6266,5,2020-03-23 22:54:24,
92,8395,6,2020-11-18 05:16:22,
92,6266,4,2020-02-02 02:49:21,
92,9026,8,2021-12-02 16:07:36,
93,3168,2,2020-08-26 05:08:14,
93,2252,7,2021-09-02 16:42:21,
93,8463,2,2020-10-08 07:13:27,
93,8938,7,2022-05-23 21:21:59,
93,6596,8,2023-01-03 10:37:15,
93,1164,10,2022-02-13 15:21:13,1686657619
94,4228,2,2020-04-11 18:30:36,
94,9864,1,2020-09-21 06:44:30,
94,1233,5,2023-03-07 08:12:34,1604812432
94,4647,10,2020-08-25 11:45:21,1577848979
94,5711,10,2020-07-31 11:30:19,
94,519,5,2023-02-13 01:47:42,
95,3211,6,2020-11-17 15:20:22,
95,9348,10,2022-02-16 21:42:09,
95,4778,10,2023-04-02 22:51:27,
95,362,2,2022-09-16 15:47:21,
95,9219,4,2021-05-01 03:21:17,
95,9421,6,2022-08-08 07:10:29,1615401608
96,6493,5,2022-09-08 00:14:55,1639048251
96,6402,10,2022-10-17 09:26:41,
